dataset,method,accuracy,eig,prior_entropy,posterior_entropy,delta_entropy,latency_mean,latency_median,tokens_mean,tokens_total,em,f1,ece
art,eig_ia,0.4938,0.0584,0.6829,0.6494,0.0335,0.5942,0.4387,948.7000,758960.0000,0.0000,0.0000,0.1453
